"Name","abv","year","PriceRetail","Appellation_Region_Name","Varietal_Name","Varietal_WineType_Name","Winemakers_Notes"
"ONEHOPE California Merlot 2009",13.5,2009,19,"California","Merlot","Red Wines","ONEHOPE Merlot is a unique wine created in partnership with Robert Mondavi Jr. from select vineyards throughout Napa, Sonoma and California's Central Coast. Its bright cherry color and subtle notes of toasty spice are a result of aging in a combination of American and French oak barrels. Rich tannins make ONEHOPE Merlot a perfect match with a range of main courses including meats, pastas and vegetarian dishes. ONEHOPE donates half of profits from the sale of every bottle of Merlot to END7 to join in the goal of ending neglected tropical diseases by 2020. Neglected tropical diseases affect one in six people worldwide, so we felt it was important to support a program to end these terrible diseases. Every bottle of ONEHOPE Merlot provides a simple packet of pills that treats and protects one person from all seven NTDs for up to a year. The effects are nearly immediate. Just days after taking the pills, children become energetic, engaged and able to concentrate in school. Treating people with NTDs is one of the easiest ways to help them escape poverty and achieve their full potential."
"Domini Douro DOC 2005",13.5,2005,18.99,"Portugal","Other Red Blends","Red Wines","There are aromas of blackberry and vanilla with coffee notes. On the palate the wine is medium-bodied and elegant, with flavors of blackberry, plum and vanilla set against a backdrop of soft tannins. Enjoy with roasted or grilled red meats and soft cheeses."
"Ridge Vineyards Geyserville (375ML half-bottle) 2009",14.3,2009,19.99,"California","Zinfandel","Red Wines","Ridge has made the Geyserville as a single-site zinfandel in every year since 1966. The grapes are grown in three adjoining vineyards on a defined stretch of gravelly soil approximately one-and-a-quarter miles long and a half-mile wide. Saturated ruby color. Penetrating cherry/plum fruit, black tea, pepper/clove spice, gravel, tar, mint. Fresh bramble entry, polished tannins. Opulent, balanced, complete."
"Argiano Non Confunditur 2009",14.5,2009,25,"Italy","Other Red Blends","Red Wines","#46 Wine Spectator Top 100 of 2011 Non Confunditur is a wine that shows definite character, it is full-bodied with soft-tannins and has a long lasting finish. This blend made of Cabernet Sauvignon, Merlot, Syrah and Sangiovese shows exciting power, with the inherent sweetness of the Merlot acting as a bridge between the firm earthiness of the Sangiovese grape, the spicy blackcurrant of the Cabernet and the warm red fruit of the Syrah. The result is a generous, round red wine for early to mid-term drinking with nice aromas of currant and generous fruit flavors, which are versatile enough to develop more depth over several months in bottle."
"Ampelos Cellars Pinot Noir Santa Rita Hills 2009",14.7,2009,24,"California","Pinot Noir","Red Wines","The grapes for this wine were mostly sourced from our estate vineyard in the Santa Rita Hills, supplemented by some outstanding fruit from the first harvest of the new Vigna Cesarina vineyard located between Seasmoke and Mount Carmel vineyards. Harvest started October 3rd and the last grapes were picked at Vigna Cesarina on October 27th - long hang time, but not unusual for clone 2a in Santa Rita Hills."
"Michel Gassier Cercius Rouge 2010",14.5,2010,15.99,"France - Rhone","Rhone Red Blends","Red Wines","Cercius is a profound ruby color. The nose is intense and complex, with aromas of dark berries, licorice, and garrigue herbs. Opulent and velvety, without being heavy, this wine's fruity finish has an aerial expression of ripe tannins. Pairs well with various meats and cheeses including wine-braised beef, raviolis with cepe mushrooms, roasted duck, veal chops with radicchio, white beans, grilled leg of lamb with thyme and allspice, brie, and for the more adventurous, epoisses, livarot, maroilles, or munster."
"Vignole Chianti Classico 2008",14.5,2008,32.99,"Italy","Sangiovese","Red Wines","Vignole Chianti Classico DOCG has a deep red color, and the nose bursts through with intense wild berries, gladiolas and violets. It is full bodied and warm. The palate follows the aromas, with supple and well integrated tannins. It has a long, satisfying finish. Vignole Chianti Classico is a perfect accompaniment to game, roasted red meats and mature cheeses. The wine benefits from being opened a few hours before serving. Blend: 85% Sangiovese, 15% Merlot"
"The Donum Estate Anderson Valley Estate Pinot Noir 2011",14.3,2011,69.99,"California","Pinot Noir","Red Wines","2011 Estate Pinot Noir is light ruby in color with aromas of raspberry, briar, Bing cherry, iron and earth. The palate shows berry and black cherry along with a spicy, sassafras-like note, and a hint of dried fruit. The 2011 is a bit lighter in weight than our typical estate Pinot, but still has wonderful intensity of flavor, with a long, earthy finish."
"Apaltagua Cabernet Sauvignon 2009",13.5,2009,10.29,"South America","Cabernet Sauvignon","Red Wines","Fruit forward with nice raspberry freshness. Soft tannins."
"Marchesi di Barolo Barolo 2005",14,2005,42.99,"Italy","Nebbiolo","Red Wines","Color: Deep ruby red with orange highlights. Bouquet: Intense rose bouquet with scents of licorice and spice. Taste: Full-bodied, dry and elegant. Serving Suggestions: A perfect complement to red meats and ripe cheese."
"The Seeker Malbec 2010",14.5,2010,14.99,"South America","Malbec","Red Wines","Aromas of fresh red fruit and spice dominate. On the palate, this wine is smooth and robust, with juicy, ripe black cherry flavors culminating in a lingering, spicy finish. Perfectly matched to cured or grilled meats, game, Cajun and Indian-style foods, and tinkering with creations...never mind the crash."
"Flowers Camp Meeting Ridge Pinot Noir 2011",12.8,2011,99,"California","Pinot Noir","Red Wines","Dark ruby in color. Aromas of bright red fruits, cranberry and allspice express themselves on the nose. A palate of Bing cherry, cranberry, and pomegranate flavors are accented with tension from the acidity and minerality that leads to a lengthy finish."
"Di Majo Norante Norante Contado Molise Aglianico 2005",13.5,2005,18.29,"Italy","Other Red Wine","Red Wines","Contado is ruby-red in color with light garnet hues. The full and intense bouquet reveals ample amounts of ripe currants and blackberries, well balanced by spicy notes of almonds, rhubarb and herbs. Contado is full-bodied with fine-grained tannins surrounding a soft, velvety and lingering finish. Recommended with full-flavored first courses, wild game, fillet mignon and other roasted meats. Excellent with cheeses."
"Castalia Rochiolli Pinot Noir (1.5L Magnum) 2003",14.1,2003,125,"California","Pinot Noir","Red Wines","Moderately light reddish-purple color in the glass. Very enticing aromas of pie cherries, berry jam, red candies and a hint of mocha. The wine attacks the mid palate with a vengeance, serving up layers of black cherry and dark red berry fruit set off by hints of cola and sassafras, lingering on the finish for nearly a minute. Beautiful balance, restrained tannins and light on its feet. Finesse with power."
"Atalon Cabernet Sauvignon 2004",13.7,2004,40,"California","Cabernet Sauvignon","Red Wines","Aromas of cherries, dark berries and cedar jump from the glass of this rich, full-bodied and smooth Cabernet. Cassis and cocoa powder fill the palate, with a medium dry finish and fine tannins to assure this wine's ability to age well for the next 7-10 years."
"d'Arenberg The Love Grass Shiraz 2010",14.3,2010,19.99,"Australia","Syrah/Shiraz","Red Wines","Initially the nose is dominated by lifted Shiraz notes of sweet, plums and rich, dark licorice. As the wine opens, the cocktail of varieties clinging to the Shiraz becomes more evident. At first, pretty, perfumed notes are revealed. Think musk and violets. Then the more exotic aromatics of warm, Indian spices and freshly turned earth appear. The complexity is just as provocative on the palate. A lovely cooked rhubarb character adds sweetness but vibrant acidity at the same time. The sweet fruits are balanced with restraining savory notes of cured meat and black olive."
"Yering Station Little Yering Pinot Noir 2010",13.5,2010,15.99,"Australia","Pinot Noir","Red Wines","Bright, red cherry color. On the nose, a lifted perfume of violets and lavender, plus allspice intertwined with gamey, briary red and black cherry fruits. complimented with subtle vanillin oak. On the palate, the wine is soft and juicy. It has a lovely mix of elegant fruit, savory spice and earthy undertones. Supple tannins and velvet like finish. Made with 100% Pinot Noir."
"Montes Alpha M 2010",14.9,2010,89,"South America","Bordeaux Red Blends","Red Wines","Intense dark red color. Very elegant with very dense and velvety, supple tannins. The wine has a harmonious structure, combined with a generous fruit expression and a very distinguished character showing aromas of red fruits, cassis and a touch of cedar and cinnamon. In the mouth, the wine has delightful notes of vanilla and coffee. The 5% of Petit Verdot adds an extra element of complexity. Mouth-filling, long and well-defined through the finish. The structure of this wine will keep it for over 20 years. Highly recommended with baked turkey, rib eye steak and duck confit. Blend: 80% Cabernet Sauvignon, 10% Cabernet Franc, 5% Merlot, 5% Petit Verdot"
"Charles Krug Family Reserve Generations 2007",14.5,2007,44.99,"California","Bordeaux Red Blends","Red Wines","The 2007 season began dry, about 60% of normal precipitation with some very cold days and single-digit nighttime temperatures around the New Year holiday. Temperatures were warmer than normal as winter continued into spring with resulting earlier budding, bloom and set in the vineyards across all varieties. The summer months continued on the mild to cool side, with few days topping 100 degrees. There was a brief period of heat that spiked around Labor Day, but the temperatures cooled after several days. This year clusters, as well as individual berries on the clusters though set at a normal quantity were notably smaller in all varieties due to the dry season. Our Peter Mondavi Family Generations is a tribute to family tradition and commitment to quality. An artful blend of 52% Cabernet Sauvignon, 28% Merlot, 11% Malbec, 6% Petit Verdot and 3% Cabernet Franc creates a wine of complexity and elegance."
"Twomey Cellars by Silver Oak Merlot 2007",13.9,2007,49.99,"California","Merlot","Red Wines","Our 2007 Twomey Merlot is a beautiful example of what this noble variety can achieve in an excellent vintage: suppleness, complexity and great expression of berry fruit. It has a dark ruby color and a nose of fresh, ripe black cherry and blackberry, dark chocolate and what the French call torifaction, the alluring smell of roasting coffee. On the palate, it has an attack full of explosive fruit and violets prolonged by plenty of umami, the savory fifth taste. It has a long finish echoing berry fruit and chocolate and grainy well-integrated tannins that promise excellent cellaring potential. This Merlot will continue to give drinking pleasure through 2022."
"Lemelson Meyer Vineyard 2012",14.5,2012,48.99,"Oregon","Pinot Noir","Red Wines","The Meyer Vineyard is a long, steep site in the Dundee Hills that faces due south and features a variety of elevations, exposures and microclimates. The steepest, most exposed blocks create very ripe Pinot noir with deeply colored, often dense and multilayered wines, while the more sheltered, gentler slopes yield more subtle, mineral red-fruited wines. Their preferences often depend on the vintage. The 2012 Meyer combines fruit from multiple aspects of the vineyard to make a balanced, admittedly opulent wine. The fragrant nose reveals blueberry and kirsch accented by anise, smoke, sandalwood and earth. The palate is bright and fresh with focused, lithe red fruit driving to the finish, highlighted by darker fruit notes."
